scene_name,variant,minADE,minFDE,delta_minADE,delta_minFDE,AD,FD,traj_npz
scene-0252,01_car_conf0.93_imagen,0.4289736747741699,0.041840583086013794,0.04493969678878784,-1.0801419913768768,0.46808087825775146,1.8067437410354614,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/01_car_conf0.93_imagen.npz
scene-0252,02_car_conf0.91_imagen,0.8067868947982788,2.3313186168670654,0.42275291681289673,1.2093360424041748,0.2084501087665558,0.5749552249908447,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/02_car_conf0.91_imagen.npz
scene-0252,03_car_conf0.87_imagen,0.8913226127624512,3.158051013946533,0.5072886347770691,2.0360684394836426,1.6959257125854492,6.685415744781494,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/03_car_conf0.87_imagen.npz
scene-0252,04_traffic light_conf0.85_imagen,0.42064547538757324,1.0954519510269165,0.03661149740219116,-0.02653062343597412,0.3586333990097046,1.2788822650909424,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/04_traffic light_conf0.85_imagen.npz
scene-0252,05_traffic light_conf0.81_imagen,0.36590611934661865,1.4906960725784302,-0.018127858638763428,0.36871349811553955,0.12961390614509583,0.48505082726478577,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/05_traffic light_conf0.81_imagen.npz
scene-0252,06_traffic light_conf0.77_imagen,0.27893656492233276,0.45627108216285706,-0.10509741306304932,-0.6657114923000336,0.4012184143066406,1.5115208625793457,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/06_traffic light_conf0.77_imagen.npz
scene-0252,07_car_conf0.72_imagen,0.3328256607055664,1.2691620588302612,-0.051208317279815674,0.1471794843673706,0.04591405391693115,0.03506516292691231,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/07_car_conf0.72_imagen.npz
scene-0252,08_person_conf0.70_imagen,0.8676644563674927,2.5621161460876465,0.4836304783821106,1.4401335716247559,0.15560516715049744,0.5492584705352783,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/08_person_conf0.70_imagen.npz
scene-0252,09_traffic light_conf0.70_imagen,0.21932029724121094,0.7414721250534058,-0.16471368074417114,-0.38051044940948486,0.3386591076850891,1.147265076637268,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/09_traffic light_conf0.70_imagen.npz
scene-0252,10_car_conf0.69_imagen,0.25940921902656555,0.9758270382881165,-0.12462475895881653,-0.14615553617477417,0.24237823486328125,0.7440847754478455,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/10_car_conf0.69_imagen.npz
scene-0252,11_person_conf0.69_imagen,0.3560901880264282,1.1745026111602783,-0.027943789958953857,0.052520036697387695,0.043584585189819336,0.15668831765651703,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/11_person_conf0.69_imagen.npz
scene-0252,12_traffic light_conf0.68_imagen,0.21852990984916687,0.09276781976222992,-0.1655040681362152,-1.0292147547006607,0.4696781635284424,1.2868491411209106,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/12_traffic light_conf0.68_imagen.npz
scene-0252,13_person_conf0.68_imagen,0.515798807144165,0.32441017031669617,0.13176482915878296,-0.7975724041461945,0.1804044395685196,0.5376326441764832,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/13_person_conf0.68_imagen.npz
scene-0252,14_traffic light_conf0.65_imagen,0.28300321102142334,0.34008610248565674,-0.10103076696395874,-0.7818964719772339,0.4372495412826538,1.4648500680923462,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/14_traffic light_conf0.65_imagen.npz
scene-0252,15_traffic light_conf0.59_imagen,0.2875572144985199,1.1387964487075806,-0.09647676348686218,0.01681387424468994,0.2429528534412384,0.7065421342849731,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/15_traffic light_conf0.59_imagen.npz
scene-0252,16_car_conf0.52_imagen,0.14562693238258362,0.3552136719226837,-0.23840704560279846,-0.7667689025402069,0.24375510215759277,0.8441406488418579,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/16_car_conf0.52_imagen.npz
scene-0252,17_car_conf0.44_imagen,0.4022302031517029,1.5271496772766113,0.0181962251663208,0.4051671028137207,0.11870680749416351,0.4063931703567505,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/17_car_conf0.44_imagen.npz
