scene_name,variant,AD,FD,minADE,minFDE,delta_minADE,delta_minFDE,traj_npz
scene-0029,12_person_conf0.46_imagen,0.6311368122696877,1.5943778951962788,0.3513586310048898,0.7356549402077993,-0.18975601966182387,-0.09194118777910866,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0029/trajectories/12_person_conf0.46_imagen.npz
scene-0029,13_person_conf0.36_imagen,0.622321610727037,1.584337420295924,0.35778477291266114,0.6889684217361113,-0.1833298777540524,-0.13862770625079676,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0029/trajectories/13_person_conf0.36_imagen.npz
scene-0029,14_traffic light_conf0.34_imagen,0.148877277970314,0.5066349506378174,0.6895535985628763,1.4154655933380127,0.14843894789616266,0.5878694653511047,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0029/trajectories/14_traffic light_conf0.34_imagen.npz
scene-0029,16_traffic light_conf0.28_imagen,0.9254182775815328,2.592688182989756,0.5545975516239802,1.1977203339338303,0.013482900957266472,0.37012420594692236,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0029/trajectories/16_traffic light_conf0.28_imagen.npz
scene-0029,19_handbag_conf0.24_imagen,0.06864192895591256,0.10161436364675558,0.5401658366123835,0.9296518911918005,-0.000948814054330234,0.10205576320489244,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0029/trajectories/19_handbag_conf0.24_imagen.npz
scene-0029,combined_scene-0029_14_16_imagen,0.16496796409289038,0.3410994311173757,0.9612994690736135,3.1890950997670493,-0.06402388215064998,0.803056796391805,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_comb_fin/scene-0029/trajectories/combined_scene-0029_14_16_imagen.npz
scene-0252,01_car_conf0.93_imagen,0.6569520533084869,2.322180430094401,0.6846248308817545,1.6353397071361542,0.314000944296519,-0.021163254976272656,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/01_car_conf0.93_imagen.npz
scene-0252,02_car_conf0.91_imagen,1.6893137792746227,5.167882363001505,0.45900968213876087,0.9800146023432412,0.08838579555352526,-0.6764883597691854,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/02_car_conf0.91_imagen.npz
scene-0252,03_car_conf0.87_imagen,1.1149749954541524,4.191349546114604,0.8076871236165365,3.3147166967391968,0.43706323703130084,1.65821373462677,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/03_car_conf0.87_imagen.npz
scene-0252,04_traffic light_conf0.85_imagen,0.489936629931132,1.8912054697672527,0.2980775833129882,1.2327144742012026,-0.0725463032722473,-0.42378848791122437,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/04_traffic light_conf0.85_imagen.npz
scene-0252,05_traffic light_conf0.81_imagen,0.0634551340093215,0.22316737721363697,0.33124136924743647,1.6940993070602417,-0.039382517337799065,0.03759634494781491,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/05_traffic light_conf0.81_imagen.npz
scene-0252,06_traffic light_conf0.77_imagen,0.485581378142039,1.9008442759513855,0.37049012382825214,0.9589575032393137,-0.00013376275698342988,-0.697545458873113,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/06_traffic light_conf0.77_imagen.npz
scene-0252,07_car_conf0.72_imagen,0.34712103319664794,1.3944857008755207,0.27768295009930927,1.3714802463849385,-0.09294093648592627,-0.2850227157274882,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/07_car_conf0.72_imagen.npz
scene-0252,08_person_conf0.70_imagen,0.47137384613355,1.8393524885177612,0.4834877575437228,1.9423777783910434,0.1128638709584872,0.28587481627861666,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/08_person_conf0.70_imagen.npz
scene-0252,09_traffic light_conf0.70_imagen,0.4829622109731038,1.836650590101878,0.2904055019219716,1.076716939608256,-0.08021838466326392,-0.5797860225041708,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/09_traffic light_conf0.70_imagen.npz
scene-0252,10_car_conf0.69_imagen,0.23210098346074415,0.7073439359664917,0.35293956597646076,1.5115603009859722,-0.01768432060877484,-0.14494266112645462,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/10_car_conf0.69_imagen.npz
scene-0252,11_person_conf0.69_imagen,0.36942998009423417,1.4704579984148343,0.29725353916486097,1.3549550672372181,-0.0733703474203745,-0.30154789487520856,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/11_person_conf0.69_imagen.npz
scene-0252,12_traffic light_conf0.68_imagen,0.4829714000225067,1.3055363496144612,0.3810657163461049,0.6247330655654272,0.010441829760869353,-1.0317698965469997,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/12_traffic light_conf0.68_imagen.npz
scene-0252,13_person_conf0.68_imagen,0.5442185252904892,1.9854849974314372,0.40645981580018997,1.3635581334431965,0.035835929214954376,-0.29294482866923016,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/13_person_conf0.68_imagen.npz
scene-0252,14_traffic light_conf0.65_imagen,0.33492347598075867,1.1251507202784221,0.4488354027271271,0.6602983474731445,0.0782115161418915,-0.9962046146392822,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/14_traffic light_conf0.65_imagen.npz
scene-0252,15_traffic light_conf0.59_imagen,0.42472830414772034,1.6138638357321422,0.30156782766183216,1.238280971844991,-0.0690560589234034,-0.41822199026743573,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/15_traffic light_conf0.59_imagen.npz
scene-0252,16_car_conf0.52_imagen,0.41518420477708173,1.6442481875419617,0.23087318738301588,1.0302029351393382,-0.1397506992022196,-0.6263000269730886,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/16_car_conf0.52_imagen.npz
scene-0252,17_car_conf0.44_imagen,0.40142791097362834,1.5746147880951564,0.2998573879400889,1.4571189681688945,-0.07076649864514668,-0.19938399394353232,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/17_car_conf0.44_imagen.npz
scene-0252,18_person_conf0.41_imagen,0.34607189521193504,1.4132028197248776,0.23327615360418955,1.1660723462700844,-0.13734773298104605,-0.4904306158423424,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/18_person_conf0.41_imagen.npz
scene-0252,19_traffic light_conf0.39_imagen,0.3680641663571198,1.4477289728820324,0.3124390592177709,1.2754578391710918,-0.05818482736746473,-0.381045122941335,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/19_traffic light_conf0.39_imagen.npz
scene-0252,21_person_conf0.35_imagen,0.3974914699792862,1.544684906800588,0.2810031672318776,1.3550861676534016,-0.0896207193533579,-0.3014167944590251,/home/kalpanapanda/scratch/alpamayo/comparison_results_v4_fin/scene-0252/trajectories/21_person_conf0.35_imagen.npz
